oem_product_ID,PAYG_product_ID
L1901908000584,42791939
L1901908000585,42792036
L1901908000586,42792135
L1901908000587,42792234
L1901908000588,42792333
L1901908000589,42792432
L1901908000590,42792531
L1901908000591,42792630
L1901908000592,42792739
L1901908000593,42792838
L1901908000594,42792937
L1901908000595,42793034
L1901908000596,42793133
L1901908000597,42793232
L1901908000598,42793331
L1901908000599,42793430
L1901908000600,42793539
L1901908000601,42793638
L1901908000602,42793737
L1901908000603,42793836
L1901908000604,42793935
L1901908000605,42794032
L1901908000606,42794131
L1901908000607,42794230
L1901908000608,42794339
L1901908000609,42794438
L1901908000610,42794537
L1901908000611,42794636
L1901908000612,42794735
L1901908000613,42794834
L1901908000614,42794933
L1901908000615,42795039
L1901908000616,42795138
L1901908000617,42795237
L1901908000618,42795336
L1901908000619,42795435
L1901908000620,42795534
L1901908000621,42795633
L1901908000622,42795732
L1901908000623,42795831
L1901908000624,42795930
L1901908000625,42796037
L1901908000626,42796136
L1901908000627,42796235
L1901908000628,42796334
L1901908000629,42796433
L1901908000630,42796532
L1901908000631,42796631
L1901908000632,42796730
L1901908000633,42796839
L1901908000634,42796938
L1901908000635,42797035
L1901908000636,42797134
L1901908000637,42797233
L1901908000638,42797332
L1901908000639,42797431
L1901908000640,42797530
L1901908000641,42797639
L1901908000642,42797738
L1901908000643,42797837
L1901908000644,42797936
L1901908000645,42798033
L1901908000646,42798132
L1901908000647,42798231
L1901908000648,42798330
L1901908000649,42798439
L1901908000650,42798538
L1901908000651,42798637
L1901908000652,42798736
L1901908000653,42798835
L1901908000654,42798934
L1901908000655,42799031
L1901908000656,42799130
L1901908000657,42799239
L1901908000658,42799338
L1901908000659,42799437
L1901908000660,42799536
L1901908000661,42799635
L1901908000662,42799734
L1901908000663,42799833
L1901908000664,42799932
L1901908000665,42800037
L1901908000666,42800136
L1901908000667,42800235
L1901908000668,42800334
L1901908000669,42800433
L1901908000670,42800532
L1901908000671,42800631
L1901908000672,42800730
L1901908000673,42800839
L1901908000674,42800938
L1901908000675,42801035
L1901908000676,42801134
L1901908000677,42801233
L1901908000678,42801332
L1901908000679,42801431
L1901908000680,42801530
L1901908000681,42801639
L1901908000682,42801738
L1901908000683,42801837
L1901908000684,42801936
L1901908000685,42802033
L1901908000686,42802132
L1901908000687,42802231
L1901908000688,42802330
L1901908000689,42802439
L1901908000690,42802538
L1901908000691,42802637
L1901908000692,42802736
L1901908000693,42802835
L1901908000694,42802934
L1901908000695,42803031
L1901908000696,42803130
L1901908000697,42803239
L1901908000698,42803338
L1901908000699,42803437
L1901908000700,42803536
L1901908000701,42803635
L1901908000702,42803734
L1901908000703,42803833
L1901908000704,42803932
L1901908000705,42804039
L1901908000706,42804138
L1901908000707,42804237
L1901908000708,42804336
L1901908000709,42804435
L1901908000710,42804534
L1901908000711,42804633
L1901908000712,42804732
L1901908000713,42804831
L1901908000714,42804930
L1901908000715,42805036
L1901908000716,42805135
L1901908000717,42805234
L1901908000718,42805333
L1901908000719,42805432
L1901908000720,42805531
L1901908000721,42805630
L1901908000722,42805739
L1901908000723,42805838
L1901908000724,42805937
L1901908000725,42806034
L1901908000726,42806133
L1901908000727,42806232
L1901908000728,42806331
L1901908000729,42806430
L1901908000730,42806539
L1901908000731,42806638
L1901908000732,42806737
L1901908000733,42806836
L1901908000734,42806935
L1901908000735,42807032
L1901908000736,42807131
L1901908000737,42807230
L1901908000738,42807339
L1901908000739,42807438
L1901908000740,42807537
L1901908000741,42807636
L1901908000742,42807735
L1901908000743,42807834
L1901908000744,42807933
L1901908000745,42808030
L1901908000746,42808139
L1901908000747,42808238
L1901908000748,42808337
L1901908000749,42808436
L1901908000750,42808535
L1901908000751,42808634
L1901908000752,42808733
L1901908000753,42808832
L1901908000754,42808931
L1901908000755,42809038
L1901908000756,42809137
L1901908000757,42809236
L1901908000758,42809335
L1901908000759,42809434
L1901908000760,42809533
L1901908000761,42809632
L1901908000762,42809731
L1901908000763,42809830
L1901908000764,42809939
L1901908000765,42810036
L1901908000766,42810135
L1901908000767,42810234
L1901908000768,42810333
L1901908000769,42810432
L1901908000770,42810531
L1901908000771,42810630
L1901908000772,42810739
L1901908000773,42810838
L1901908000774,42810937
L1901908000775,42811034
L1901908000776,42811133
L1901908000777,42811232
L1901908000778,42811331
L1901908000779,42811430
L1901908000780,42811539
L1901908000781,42811638
L1901908000782,42811737
L1901908000783,42811836
L1901908000784,42811935
L1901908000785,42812032
L1901908000786,42812131
L1901908000787,42812230
L1901908000788,42812339
L1901908000789,42812438
L1901908000790,42812537
L1901908000791,42812636
L1901908000792,42812735
L1901908000793,42812834
L1901908000794,42812933
L1901908000795,42813030
L1901908000796,42813139
L1901908000797,42813238
L1901908000798,42813337
L1901908000799,42813436
L1901908000800,42813535
L1901908000801,42813634
L1901908000802,42813733
L1901908000803,42813832
L1901908000804,42813931
L1901908000805,42814038
L1901908000806,42814137
L1901908000807,42814236
L1901908000808,42814335
L1901908000809,42814434
L1901908000810,42814533
L1901908000811,42814632
L1901908000812,42814731
L1901908000813,42814830
L1901908000814,42814939
L1901908000815,42815035
L1901908000816,42815134
L1901908000817,42815233
L1901908000818,42815332
L1901908000819,42815431
L1901908000820,42815530
L1901908000821,42815639
L1901908000822,42815738
L1901908000823,42815837
L1901908000824,42815936
L1901908000825,42816033
L1901908000826,42816132
L1901908000827,42816231
L1901908000828,42816330
L1901908000829,42816439
L1901908000830,42816538
L1901908000831,42816637
L1901908000832,42816736
L1901908000833,42816835
L1901908000834,42816934
L1901908000835,42817031
L1901908000836,42817130
L1901908000837,42817239
L1901908000838,42817338
L1901908000839,42817437
L1901908000840,42817536
L1901908000841,42817635
L1901908000842,42817734
L1901908000843,42817833
L1901908000844,42817932
L1901908000845,42818039
L1901908000846,42818138
L1901908000847,42818237
L1901908000848,42818336
L1901908000849,42818435
L1901908000850,42818534
L1901908000851,42818633
L1901908000852,42818732
L1901908000853,42818831
L1901908000854,42818930
L1901908000855,42819037
L1901908000856,42819136
L1901908000857,42819235
L1901908000858,42819334
L1901908000859,42819433
L1901908000860,42819532
L1901908000861,42819631
L1901908000862,42819730
L1901908000863,42819839
L1901908000864,42819938
L1901908000865,42820035
L1901908000866,42820134
L1901908000867,42820233
L1901908000868,42820332
L1901908000869,42820431
L1901908000870,42820530
L1901908000871,42820639
L1901908000872,42820738
L1901908000873,42820837
L1901908000874,42820936
L1901908000875,42821033
L1901908000876,42821132
L1901908000877,42821231
L1901908000878,42821330
L1901908000879,42821439
L1901908000880,42821538
L1901908000881,42821637
L1901908000882,42821736
L1901908000883,42821835
L1901908000884,42821934
L1901908000885,42822031
L1901908000886,42822130
L1901908000887,42822239
L1901908000888,42822338
L1901908000889,42822437
L1901908000890,42822536
L1901908000891,42822635
L1901908000892,42822734
L1901908000893,42822833
L1901908000894,42822932
L1901908000895,42823039
L1901908000896,42823138
L1901908000897,42823237
L1901908000898,42823336
L1901908000899,42823435
L1901908000900,42823534
L1901908000901,42823633
L1901908000902,42823732
L1901908000903,42823831
L1901908000904,42823930
L1901908000905,42824037
L1901908000906,42824136
L1901908000907,42824235
L1901908000908,42824334
L1901908000909,42824433
L1901908000910,42824532
L1901908000911,42824631
L1901908000912,42824730
L1901908000913,42824839
L1901908000914,42824938
L1901908000915,42825034
L1901908000916,42825133
L1901908000917,42825232
L1901908000918,42825331
L1901908000919,42825430
L1901908000920,42825539
L1901908000921,42825638
L1901908000922,42825737
L1901908000923,42825836
L1901908000924,42825935
L1901908000925,42826032
L1901908000926,42826131
L1901908000927,42826230
L1901908000928,42826339
L1901908000929,42826438
L1901908000930,42826537
L1901908000931,42826636
L1901908000932,42826735
L1901908000933,42826834
L1901908000934,42826933
L1901908000935,42827030
L1901908000936,42827139
L1901908000937,42827238
L1901908000938,42827337
L1901908000939,42827436
L1901908000940,42827535
L1901908000941,42827634
L1901908000942,42827733
L1901908000943,42827832
L1901908000944,42827931
L1901908000945,42828038
L1901908000946,42828137
L1901908000947,42828236
L1901908000948,42828335
L1901908000949,42828434
L1901908000950,42828533
L1901908000951,42828632
L1901908000952,42828731
L1901908000953,42828830
L1901908000954,42828939
L1901908000955,42829036
L1901908000956,42829135
L1901908000957,42829234
L1901908000958,42829333
L1901908000959,42829432
L1901908000960,42829531
L1901908000961,42829630
L1901908000962,42829739
L1901908000963,42829838
L1901908000964,42829937
L1901908000965,42830034
L1901908000966,42830133
L1901908000967,42830232
L1901908000968,42830331
L1901908000969,42830430
L1901908000970,42830539
L1901908000971,42830638
L1901908000972,42830737
L1901908000973,42830836
L1901908000974,42830935
L1901908000975,42831032
L1901908000976,42831131
L1901908000977,42831230
L1901908000978,42831339
L1901908000979,42831438
L1901908000980,42831537
L1901908000981,42831636
L1901908000982,42831735
L1901908000983,42831834
L1901908000984,42831933
L1901908000985,42832030
L1901908000986,42832139
L1901908000987,42832238
L1901908000988,42832337
L1901908000989,42832436
L1901908000990,42832535
L1901908000991,42832634
L1901908000992,42832733
L1901908000993,42832832
L1901908000994,42832931
L1901908000995,42833038
L1901908000996,42833137
L1901908000997,42833236
L1901908000998,42833335
L1901908000999,42833434
L1901908001000,42833533
L1901908001001,42833632
L1901908001002,42833731
L1901908001003,42833830
L1901908001004,42833939
L1901908001005,42834036
L1901908001006,42834135
L1901908001007,42834234
L1901908001008,42834333
L1901908001009,42834432
L1901908001010,42834531
L1901908001011,42834630
L1901908001012,42834739
L1901908001013,42834838
L1901908001014,42834937
L1901908001015,42835033
L1901908001016,42835132
L1901908001017,42835231
L1901908001018,42835330
L1901908001019,42835439
L1901908001020,42835538
L1901908001021,42835637
L1901908001022,42835736
L1901908001023,42835835
L1901908001024,42835934
L1901908001025,42836031
L1901908001026,42836130
L1901908001027,42836239
L1901908001028,42836338
L1901908001029,42836437
L1901908001030,42836536
L1901908001031,42836635
L1901908001032,42836734
L1901908001033,42836833
L1901908001034,42836932
L1901908001035,42837039
L1901908001036,42837138
L1901908001037,42837237
L1901908001038,42837336
L1901908001039,42837435
L1901908001040,42837534
L1901908001041,42837633
L1901908001042,42837732
L1901908001043,42837831
L1901908001044,42837930
L1901908001045,42838037
L1901908001046,42838136
L1901908001047,42838235
L1901908001048,42838334
L1901908001049,42838433
L1901908001050,42838532
L1901908001051,42838631
L1901908001052,42838730
L1901908001053,42838839
L1901908001054,42838938
L1901908001055,42839035
L1901908001056,42839134
L1901908001057,42839233
L1901908001058,42839332
L1901908001059,42839431
L1901908001060,42839530
L1901908001061,42839639
L1901908001062,42839738
L1901908001063,42839837
L1901908001064,42839936
L1901908001065,42840033
L1901908001066,42840132
L1901908001067,42840231
L1901908001068,42840330
L1901908001069,42840439
L1901908001070,42840538
L1901908001071,42840637
L1901908001072,42840736
L1901908001073,42840835
L1901908001074,42840934
L1901908001075,42841031
L1901908001076,42841130
L1901908001077,42841239
L1901908001078,42841338
L1901908001079,42841437
L1901908001080,42841536
L1901908001081,42841635
L1901908001082,42841734
L1901908001083,42841833
L1901908001084,42841932
L1901908001085,42842039
L1901908001086,42842138
L1901908001087,42842237
L1901908001088,42842336
L1901908001089,42842435
L1901908001090,42842534
L1901908001091,42842633
L1901908001092,42842732
L1901908001093,42842831
L1901908001094,42842930
L1901908001095,42843037
L1901908001096,42843136
L1901908001097,42843235
L1901908001098,42843334
L1901908001099,42843433
L1901908001100,42843532
L1901908001101,42843631
L1901908001102,42843730
L1901908001103,42843839
L1901908001104,42843938
L1901908001105,42844035
L1901908001106,42844134
L1901908001107,42844233
L1901908001108,42844332
L1901908001109,42844431
L1901908001110,42844530
L1901908001111,42844639
L1901908001112,42844738
L1901908001113,42844837
L1901908001114,42844936
L1901908001115,42845032
L1901908001116,42845131
L1901908001117,42845230
L1901908001118,42845339
L1901908001119,42845438
L1901908001120,42845537
L1901908001121,42845636
L1901908001122,42845735
L1901908001123,42845834
L1901908001124,42845933
L1901908001125,42846030
L1901908001126,42846139
L1901908001127,42846238
L1901908001128,42846337
L1901908001129,42846436
L1901908001130,42846535
L1901908001131,42846634
L1901908001132,42846733
L1901908001133,42846832
L1901908001134,42846931
L1901908001135,42847038
L1901908001136,42847137
L1901908001137,42847236
L1901908001138,42847335
L1901908001139,42847434
L1901908001140,42847533
L1901908001141,42847632
L1901908001142,42847731
L1901908001143,42847830
L1901908001144,42847939
L1901908001145,42848036
L1901908001146,42848135
L1901908001147,42848234
L1901908001148,42848333
L1901908001149,42848432
L1901908001150,42848531
L1901908001151,42848630
L1901908001152,42848739
L1901908001153,42848838
L1901908001154,42848937
L1901908001155,42849034
L1901908001156,42849133
L1901908001157,42849232
L1901908001158,42849331
L1901908001159,42849430
L1901908001160,42849539
L1901908001161,42849638
L1901908001162,42849737
L1901908001163,42849836
L1901908001164,42849935
L1901908001165,42850032
L1901908001166,42850131
L1901908001167,42850230
L1901908001168,42850339
L1901908001169,42850438
L1901908001170,42850537
L1901908001171,42850636
L1901908001172,42850735
L1901908001173,42850834
L1901908001174,42850933
L1901908001175,42851030
L1901908001176,42851139
L1901908001177,42851238
L1901908001178,42851337
L1901908001179,42851436
L1901908001180,42851535
L1901908001181,42851634
L1901908001182,42851733
L1901908001183,42851832
L1901908001184,42851931
L1901908001185,42852038
L1901908001186,42852137
L1901908001187,42852236
L1901908001188,42852335
L1901908001189,42852434
L1901908001190,42852533
L1901908001191,42852632
L1901908001192,42852731
L1901908001193,42852830
L1901908001194,42852939
L1901908001195,42853036
L1901908001196,42853135
L1901908001197,42853234
L1901908001198,42853333
L1901908001199,42853432
L1901908001200,42853531
L1901908001201,42853630
L1901908001202,42853739
L1901908001203,42853838
L1901908001204,42853937
L1901908001205,42854034
L1901908001206,42854133
L1901908001207,42854232
L1901908001208,42854331
L1901908001209,42854430
L1901908001210,42854539
L1901908001211,42854638
L1901908001212,42854737
L1901908001213,42854836
L1901908001214,42854935
L1901908001215,42855031
L1901908001216,42855130
L1901908001217,42855239
L1901908001218,42855338
L1901908001219,42855437
L1901908001220,42855536
L1901908001221,42855635
L1901908001222,42855734
L1901908001223,42855833
L1901908001224,42855932
L1901908001225,42856039
L1901908001226,42856138
L1901908001227,42856237
L1901908001228,42856336
L1901908001229,42856435
L1901908001230,42856534
L1901908001231,42856633
L1901908001232,42856732
L1901908001233,42856831
L1901908001234,42856930
L1901908001235,42857037
L1901908001236,42857136
L1901908001237,42857235
L1901908001238,42857334
L1901908001239,42857433
L1901908001240,42857532
L1901908001241,42857631
L1901908001242,42857730
L1901908001243,42857839
L1901908001244,42857938
L1901908001245,42858035
L1901908001246,42858134
L1901908001247,42858233
L1901908001248,42858332
L1901908001249,42858431
L1901908001250,42858530
L1901908001251,42858639
L1901908001252,42858738
L1901908001253,42858837
L1901908001254,42858936
L1901908001255,42859033
L1901908001256,42859132
L1901908001257,42859231
L1901908001258,42859330
L1901908001259,42859439
L1901908001260,42859538
L1901908001261,42859637
L1901908001262,42859736
L1901908001263,42859835
L1901908001264,42859934
L1901908001265,42860031
L1901908001266,42860130
L1901908001267,42860239
L1901908001268,42860338
